17:00:00bl041417.csv 0	,510517,392536243,-764906084,20.00,1,120000,333,6,7,4000,23104987,2260,2654524,26.55,56.78,42.39,0.00,0.00,0.00,0.00,
17:00:00bl041417.csv 0	,510802,392536243,-764906084,20.00,1,120000,333,6,7,4000,23278004,2269,1638304,16.38,59.05,44.03,0.00,0.00,0.00,0.00,
17:00:00bl041417.csv 0	,511135,392536243,-764906084,20.00,1,120000,333,6,7,4000,23278004,2269,1638304,16.38,61.32,45.66,0.00,0.00,0.00,0.00,
17:00:01bl041417.csv 0	,511473,392536243,-764906084,20.00,1,120000,333,6,7,4000,23278004,2269,1638304,16.38,63.59,47.30,0.00,0.00,0.00,0.00,
17:00:01bl041417.csv 0	,511800,392536243,-764906084,20.00,1,120000,333,6,7,4000,23339104,2284,514680,5.15,65.87,47.82,0.00,0.00,0.00,0.00,
17:00:01bl041417.csv 0	,512134,392536243,-764906084,20.00,1,120000,333,6,7,4000,23339104,2284,514680,5.15,68.15,48.33,0.00,0.00,0.00,0.00,
17:00:02bl041417.csv 0	,512472,392536243,-764906084,20.00,1,120000,333,6,7,4000,23339104,2284,514680,5.15,70.44,48.85,0.00,0.00,0.00,0.00,
17:00:02bl041417.csv 0	,512800,392536243,-764906084,20.00,1,120000,333,6,7,4000,23243021,2292,-724517,-7.25,72.73,0.00,0.00,0.00,0.00,0.00,
17:00:02bl041417.csv 0	,513133,392536243,-764906084,20.00,1,120000,333,6,7,4000,23243021,2292,-724517,-7.25,75.02,-0.72,0.00,0.00,0.00,0.00,
17:00:03bl041417.csv 0	,513470,392536243,-764906084,20.00,1,120000,333,6,7,4000,23243021,2292,-724517,-7.25,77.31,-1.45,0.00,0.00,0.00,0.00,
17:00:03bl041417.csv 0	,513799,392536243,-764906084,20.00,1,120000,333,6,7,4000,22873207,2300,-2489456,-24.89,79.61,-3.94,0.00,0.00,0.00,0.00,
17:00:03bl041417.csv 0	,514132,392536243,-764906084,20.00,1,120000,333,6,7,4000,22873207,2300,-2489456,-24.89,81.91,-6.43,0.00,0.00,0.00,0.00,
17:00:04bl041417.csv 0	,514469,392536243,-764906084,20.00,1,120000,333,6,7,4000,22873207,2300,-2489456,-24.89,84.21,-8.92,0.00,0.00,0.00,0.00,
