18:00:00bl041418.csv00	,386210,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:00bl041418.csv00	,386452,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:00bl041418.csv00	,386690,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:00bl041418.csv00	,386933,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:01bl041418.csv00	,387165,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:01bl041418.csv00	,387404,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:01bl041418.csv00	,387647,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:01bl041418.csv00	,387880,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:02bl041418.csv00	,388118,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:02bl041418.csv00	,388361,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:02bl041418.csv00	,388594,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:02bl041418.csv00	,388836,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:03bl041418.csv00	,389074,392526515,-764880677,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:03bl041418.csv00	,389309,392526433,-764880403,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:03bl041418.csv00	,389547,392526433,-764880403,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:03bl041418.csv00	,389789,392526433,-764880403,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:04bl041418.csv00	,390023,392526433,-764880403,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
18:00:04bl041418.csv00	,390261,392526401,-764880295,50.00,1,120000,333,6,7,4000,1863800,2293,-5435556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
