14:00:05cl041414.csvh2	,17149,0,0,0,0,0,0,0,0,0,0,0,0,1219,-1184,-7105,-7062,0,0,0,0,0,0,1,0,1,0,0,
14:00:06cl041414.csvh2	,17670,0,0,0,0,0,0,0,0,0,0,0,0,1224,-869,-5101,7,0,0,0,0,0,0,1,0,1,0,0,
14:00:06cl041414.csvh2	,18275,0,0,0,0,0,0,0,0,0,0,0,0,1167,-796,-4863,1452,0,0,0,0,0,0,1,0,1,0,0,
14:00:07cl041414.csvh2	,18880,0,0,0,0,0,0,0,0,0,0,0,0,1133,-774,-4820,1710,0,0,0,0,0,0,1,0,1,0,0,
14:00:07cl041414.csvh2	,19409,0,0,393252563,-766238232,393252563,-766238232,4,0,-26662,202654,0,117,1093,-705,-4540,1818,0,0,0,0,0,0,1,0,1,0,0,
14:00:08cl041414.csvh2	,19936,0,0,393252563,-766238232,393252563,-766238232,4,0,-26662,202654,0,117,1076,-679,-4411,1883,0,0,0,0,0,0,1,0,1,0,0,
14:00:08cl041414.csvh2	,20461,0,0,393252554,-766238225,393252554,-766238225,9,0,-94687,591123,0,116,1067,-658,-4325,1904,0,0,0,0,0,0,1,0,1,0,0,
14:00:09cl041414.csvh2	,20986,0,0,393252554,-766238225,393252554,-766238225,9,0,-94687,591123,0,116,1061,-645,-4281,1947,0,0,0,0,0,0,1,0,1,0,0,
14:00:09cl041414.csvh2	,21517,0,0,393252548,-766238222,393252548,-766238222,4,0,-86875,586637,0,119,1061,-645,-4281,1947,0,0,0,0,0,0,1,0,1,0,0,
14:00:10cl041414.csvh2	,22044,0,0,393252548,-766238222,393252548,-766238222,4,0,-86875,586637,0,119,1061,-640,-4281,1969,0,0,0,0,0,0,1,0,1,0,0,
14:00:10cl041414.csvh2	,22569,0,0,393252541,-766238218,393252541,-766238218,8,0,-89062,580000,0,118,1059,-636,-4260,1969,0,0,0,0,0,0,1,0,1,0,0,
14:00:11cl041414.csvh2	,23094,0,0,393252541,-766238218,393252541,-766238218,8,0,-89062,580000,0,118,1057,-636,-4260,1969,0,0,0,0,0,0,1,0,1,0,0,
14:00:12cl041414.csvh2	,23626,0,0,393252524,-766238214,393252524,-766238214,22,0,-86875,585000,0,108,1059,-636,-4303,1991,0,0,0,0,0,0,1,0,1,0,0,
