17:00:00cl041417.csv 0	,510475,2,20450463,392537155,-764904627,392537155,-764904627,1740,19272513,120000,285000,424,95,1336,-1300,-7450,2465,0,0,0,0,3,26218,1,0,1,0,0,
17:00:00cl041417.csv 0	,510783,2,21639700,392537030,-764904746,392537030,-764904746,1731,20367040,150000,412500,434,95,1336,-1309,-7472,2465,0,0,0,0,3,26592,1,0,1,0,0,
17:00:00cl041417.csv 0	,511117,2,21639700,392537030,-764904746,392537030,-764904746,1731,20367040,150000,412500,434,95,1334,-1300,-7472,2465,0,0,0,0,3,26864,1,0,1,0,0,
17:00:01cl041417.csv 0	,511454,2,21639700,392537030,-764904746,392537030,-764904746,1731,20367040,150000,412500,434,95,1336,-1304,-7472,2443,0,0,0,0,3,27204,1,0,1,0,0,
17:00:01cl041417.csv 0	,511782,2,22824424,392536927,-764904895,392536927,-764904895,1716,21413759,15000,150000,446,95,1336,-1309,-7472,2443,0,0,0,0,3,27544,1,0,1,0,0,
17:00:01cl041417.csv 0	,512115,2,22824424,392536927,-764904895,392536927,-764904895,1716,21413759,15000,150000,446,95,1332,-1296,-7450,2508,0,0,0,0,3,27867,1,0,1,0,0,
17:00:02cl041417.csv 0	,512453,2,22824424,392536927,-764904895,392536927,-764904895,1716,21413759,15000,150000,446,95,1336,-1300,-7429,2465,0,0,0,0,3,28208,1,0,1,0,0,
17:00:02cl041417.csv 0	,512781,2,23967538,392536850,-764905065,392536850,-764905065,1708,22924988,87500,60000,456,95,1336,-1304,-7472,2443,0,0,0,0,3,28548,1,0,1,0,0,
17:00:02cl041417.csv 0	,513115,2,23967538,392536850,-764905065,392536850,-764905065,1708,22924988,87500,60000,456,95,1336,-1304,-7472,2443,0,0,0,0,3,28871,1,0,1,0,0,
17:00:03cl041417.csv 0	,513451,2,23967538,392536850,-764905065,392536850,-764905065,1708,22924988,87500,60000,456,95,1336,-1300,-7429,2465,0,0,0,0,3,29194,1,0,1,0,0,
17:00:03cl041417.csv 0	,513780,2,25362663,392536807,-764905254,392536807,-764905254,1700,24344627,20000,280000,464,95,1334,-1300,-7450,2400,0,0,0,0,3,29534,1,0,1,0,0,
