18:00:00cl041418.csv00	,386169,1,22523205,392526595,-764882716,392526595,-764882716,1699,23577443,140000,-360000,548,83,1308,-1270,-7429,2379,0,0,0,0,1,88225,1,0,1,0,0,
18:00:00cl041418.csv00	,386433,1,22523205,392526595,-764882716,392526595,-764882716,1699,23577443,140000,-360000,548,83,1329,-1291,-7429,2400,0,0,0,0,1,88514,1,0,1,0,0,
18:00:00cl041418.csv00	,386672,1,22523205,392526595,-764882716,392526595,-764882716,1699,23577443,140000,-360000,548,83,1315,-1278,-7429,2379,0,0,0,0,1,88752,1,0,1,0,0,
18:00:00cl041418.csv00	,386914,1,22523205,392526595,-764882716,392526595,-764882716,1699,23577443,140000,-360000,548,83,1308,-1270,-7407,2357,0,0,0,0,1,88990,1,0,1,0,0,
18:00:01cl041418.csv00	,387147,1,21563167,392526474,-764882828,392526474,-764882828,1663,22520870,175000,-587500,555,82,1313,-1274,-7429,2379,0,0,0,0,1,89228,1,0,1,0,0,
18:00:01cl041418.csv00	,387386,1,21563167,392526474,-764882828,392526474,-764882828,1663,22520870,175000,-587500,555,82,1300,-1261,-7364,2379,0,0,0,0,1,89466,1,0,1,0,0,
18:00:01cl041418.csv00	,387628,1,21563167,392526474,-764882828,392526474,-764882828,1663,22520870,175000,-587500,555,82,1308,-1270,-7407,2379,0,0,0,0,1,89704,1,0,1,0,0,
18:00:01cl041418.csv00	,387862,1,21563167,392526474,-764882828,392526474,-764882828,1663,22520870,175000,-587500,555,82,1310,-1270,-7407,2379,0,0,0,0,1,89942,1,0,1,0,0,
18:00:02cl041418.csv00	,388100,1,21563167,392526474,-764882828,392526474,-764882828,1663,22520870,175000,-587500,555,82,1308,-1270,-7386,2357,0,0,0,0,1,90180,1,0,1,0,0,
18:00:02cl041418.csv00	,388342,1,20635220,392526338,-764882915,392526338,-764882915,1675,21499963,-80000,-500000,558,82,1304,-1261,-7386,2379,0,0,0,0,1,90418,1,0,1,0,0,
18:00:02cl041418.csv00	,388576,1,20635220,392526338,-764882915,392526338,-764882915,1675,21499963,-80000,-500000,558,82,1308,-1270,-7407,2400,0,0,0,0,1,90656,1,0,1,0,0,
18:00:02cl041418.csv00	,388814,1,20635220,392526338,-764882915,392526338,-764882915,1675,21499963,-80000,-500000,558,82,1304,-1261,-7386,2357,0,0,0,0,1,90894,1,0,1,0,0,
18:00:03cl041418.csv00	,389056,1,20635220,392526338,-764882915,392526338,-764882915,1675,21499963,-80000,-500000,558,82,1313,-1274,-7429,2379,0,0,0,0,1,91132,1,0,1,0,0,
18:00:03cl041418.csv00	,389290,1,19598216,392526192,-764882969,392526192,-764882969,1671,20269965,80000,-655000,562,82,1306,-1265,-7386,2400,0,0,0,0,1,91370,1,0,1,0,0,
18:00:03cl041418.csv00	,389529,1,19598216,392526192,-764882969,392526192,-764882969,1671,20269965,80000,-655000,562,82,1304,-1265,-7386,2379,0,0,0,0,1,91608,1,0,1,0,0,
18:00:03cl041418.csv00	,389771,1,19598216,392526192,-764882969,392526192,-764882969,1671,20269965,80000,-655000,562,82,1308,-1270,-7386,2379,0,0,0,0,1,91846,1,0,1,0,0,
18:00:04cl041418.csv00	,390005,1,19598216,392526192,-764882969,392526192,-764882969,1671,20269965,80000,-655000,562,82,1306,-1270,-7407,2379,0,0,0,0,1,92084,1,0,1,0,0,
18:00:04cl041418.csv00	,390243,1,18602781,392526038,-764882990,392526038,-764882990,1722,19141548,30000,-420000,567,82,1306,-1265,-7407,2379,0,0,0,0,1,92322,1,0,1,0,0,
18:00:04cl041418.csv00	,390485,1,18602781,392526038,-764882990,392526038,-764882990,1722,19141548,30000,-420000,567,82,1306,-1265,-7407,2400,0,0,0,0,1,92560,1,0,1,0,0,
18:00:04cl041418.csv00	,390719,1,18602781,392526038,-764882990,392526038,-764882990,1722,19141548,30000,-420000,567,82,1313,-1274,-7407,2379,0,0,0,0,1,92798,1,0,1,0,0,
18:00:05cl041418.csv00	,391450,1,18602781,392526038,-764882990,392526038,-764882990,1722,19141548,30000,-420000,567,82,1336,-1304,-7472,2422,0,0,0,0,1,93530,1,0,1,0,0,
